0.7150296	-0.5922518	-0.16621278	-0.0901351	0.14618121	-0.027929088	-0.109207846	0.09666866	-0.45456976	-0.055698518	-0.024918858	0.029100338	-0.0002848668	-0.09172077	-0.047167696	-0.15153025	0.45913607	-0.025835944	0.34606183	-0.32952613	0.13025434	-0.17784771	0.10622071	0.12027986	0.7187668	0.8523272	0.0154802045	0.18389255	-0.0089011965	0.18997568	0.061158836	-0.023674538
0.76760566	-0.58244884	-0.23893693	-0.07003924	0.117174044	-0.05477205	-0.03909847	0.036873475	-0.48812884	-0.034912024	0.045200884	0.022609971	0.10151588	-0.0956678	-0.039685503	-0.23131715	0.5068297	-0.046915367	0.33397195	-0.28237158	0.06406812	-0.17355394	0.08006952	0.08621698	0.72818536	0.857527	-0.009954347	0.14341697	0.01873967	0.29264957	0.070746966	-0.013218202
0.9339511	-0.82713044	-0.22592013	-0.099451646	0.11608718	-0.025949672	0.006977938	-0.040095683	-0.5469235	-0.119852446	-0.0020385908	-0.005647365	0.17404698	-0.03996099	0.033641327	-0.24061672	0.51563627	0.014637087	0.42356327	-0.37573642	0.03439277	-0.114939295	-0.011708311	-0.006585509	0.95273066	0.9665498	0.0040236907	0.11718829	0.020542158	0.2696382	0.05286058	-0.050271638
0.86682516	-0.79169065	-0.21838614	-0.13658391	0.12998158	0.0002575764	-0.035818387	0.050928246	-0.60024697	-0.010514612	0.038849346	0.09326125	0.11297442	-0.09175199	-0.04038846	-0.2009109	0.51899785	0.02477039	0.45499647	-0.3510948	0.0371339	-0.16758977	0.20997159	0.034946863	0.83953327	0.9657933	0.024730675	0.15076941	0.030877782	0.33147407	0.03568184	-0.055498704
0.8891082	-0.8545986	-0.3079629	-0.20999235	0.1504606	-0.097957365	-0.13208474	0.10177258	-0.684608	-0.017187456	-0.055578254	0.07422209	0.105632395	-0.22173283	-0.14898425	-0.41619763	0.76688254	0.07124209	0.41912857	-0.36649477	0.08868652	-0.24170546	0.19099963	0.13715388	0.6375116	0.83990574	-0.05943645	0.22617021	-0.07309424	0.43076012	0.08005756	0.07058395
0.79074705	-0.6434206	-0.27279207	-0.09398735	0.0660986	0.042081192	-0.06590192	0.00337584	-0.58356	-0.09614102	0.0817383	0.0036012821	0.16630493	-0.099485725	-0.062227104	-0.26055512	0.6338568	-0.06694382	0.34972242	-0.29097745	0.032320477	-0.13917644	0.001608352	0.03926411	0.7709886	0.90144384	0.0040460187	0.07392837	0.077973776	0.32709262	0.046266835	-0.07354458
0.5740449	-0.49269336	-0.116631545	-0.05313675	0.09045447	0.033491936	-0.0006827264	0.004457832	-0.38889882	-0.022693504	0.03790067	-0.027745543	0.07958838	-0.06266126	0.037989397	-0.15791452	0.27067226	-0.029522086	0.32482448	-0.31441495	0.019420456	-0.10107139	0.030768964	0.04083753	0.7908199	0.6595364	0.03611548	0.12053859	0.007543125	0.16745451	0.0062009124	-0.039191674
0.7393005	-0.5598155	-0.24159911	-0.044320364	0.1606784	-0.08503976	-0.019502113	0.06634552	-0.40780592	-0.044682212	0.049151983	0.015518687	0.016933765	-0.08893592	-0.11639871	-0.12276465	0.5170278	-0.004985989	0.24590904	-0.22624256	0.051105164	-0.086906955	0.11735886	0.0422235	0.49712053	0.690507	-0.027501592	0.10378541	-0.039583046	0.14566424	0.0800195	0.014512799
0.8599539	-0.7712576	-0.30549797	-0.16059138	0.18489745	-0.048327927	-0.074495554	0.08091997	-0.7304011	-0.03266405	0.06020693	0.096895106	0.040955245	-0.1028309	-0.12272028	-0.31840664	0.66120654	0.014644182	0.4134784	-0.40781277	0.10550767	-0.18441336	0.22520944	0.08433424	0.9127259	0.95066345	-0.03897234	0.20074499	-0.005890945	0.35191998	0.050402865	-0.046194136
0.2964971	-0.25393575	-0.10045616	-0.056351166	-0.0006688619	0.0133176325	-0.0062510855	0.029765734	-0.16752872	0.010327756	0.048173793	-0.001612179	0.016119946	-0.01908887	-0.022331718	-0.094620414	0.16175339	-0.031495165	0.2052276	-0.18574105	-0.031482093	-0.042537853	-0.02277006	0.018339157	0.74210864	0.40234554	0.0044461684	-0.029729325	-0.028149746	0.08486281	0.03176768	0.036288675
