-0.06383555	-0.025466716	-0.0151172485	-0.022333091	-0.019238751	0.031382725	0.037496876	0.0016194826	-0.0115707815	0.008179351	0.0045736344	-0.010383325	0.14973007	-0.12175358	0.023212086	-0.047590163
-0.041025832	-0.07676239	-0.0015945666	-0.046691276	-0.059955098	0.027705437	-0.015257379	-0.013052114	0.027672064	-0.07212571	-0.011341781	0.022677043	0.16318457	-0.054989804	-0.02884131	-0.0877184
-0.09168606	0.050102804	0.049335327	0.002842921	-0.057430383	0.0013570692	-0.021041362	-0.00791284	0.0013427443	0.0055488767	-0.024770113	-0.017420622	0.08080596	-0.02058938	0.038891997	-0.046043728
-0.067201756	-0.025737744	0.013518157	-0.06995665	-0.045333702	-0.025372995	0.045574293	-0.022980588	0.025665542	0.00871157	-0.070848376	0.018945228	0.17952028	-0.035961375	-0.022257175	0.0102902725
-0.031132253	-0.0012285361	-0.0053356015	0.004766255	-0.052658617	-0.08922284	0.012501544	-0.09096905	0.012597592	-0.00453957	-0.01924984	-0.07287118	0.04640656	-0.08673569	0.017944539	-0.10366952
-0.05545754	-0.10125838	-0.04627484	-0.04507708	-0.087933145	0.048501346	0.04159999	-0.007293401	0.0107824905	-0.032662578	0.014118215	0.011497515	0.09776322	-0.030808102	0.017638022	-0.034061354
-0.043010473	-0.06265448	0.037382584	0.056476343	0.039625138	0.007886085	-0.054241907	-0.014823199	-0.049709022	0.07846366	0.013464542	0.06219736	0.21449052	-0.041341018	0.01393774	-0.0708079
0.0099869305	-0.06691414	-0.014299513	-0.014646682	0.019530293	0.019536097	0.008116837	0.022170782	0.09908767	-0.002104481	-0.018199656	0.031839896	0.0981126	-0.071433544	0.04576636	-0.08493101
-0.065965705	-0.061455835	0.009408853	0.043199588	-0.056175508	-0.06007766	-0.052343566	0.065468416	-0.011367476	-0.030883446	-0.036092855	0.054532595	0.11459795	-0.05247083	-0.006673121	-0.06643941
-0.07455978	-0.03706829	0.027169656	-0.033355348	-0.0022559364	-0.0091536585	-0.0012220177	-0.07523857	0.022925664	-0.07503202	0.07962056	0.02353104	0.19798361	0.008602169	-0.047742635	0.024015542
-0.1275602	-0.063777	-0.028323932	0.064116776	-0.035423722	0.008368336	-0.05532581	-0.0083548175	0.001082294	-0.06963143	0.082937345	-0.061211105	0.08428945	-0.07973851	0.029299641	0.036226094
-0.058381908	-0.050362222	-0.053778935	0.030561041	-0.056302942	-0.02768287	0.021863414	0.0038066509	-0.04306703	-0.015703881	-0.03855899	0.0012097034	0.20627859	-0.058197945	-0.005446722	0.033994496
-0.006188055	-0.022726221	-0.087418005	0.025362369	0.020167721	0.0200739	0.0270849	0.013396771	0.07158369	-0.09311582	-0.10510615	0.09411257	0.13178502	-0.017012099	-0.029386414	-0.11864203
-0.037983008	-0.046907015	-0.112323076	0.107423574	-0.030080188	0.0056815366	0.09278585	0.017641343	-0.021735312	0.08567003	0.051221784	-0.007152049	0.025123239	-0.03635037	-0.031278975	-0.052564558
-0.07948066	0.0020233425	-0.038769115	0.04213515	0.008109756	0.121014304	0.05313953	0.11335296	0.030361166	-0.014406032	-0.12579677	0.041551787	0.118866056	-0.08046159	0.08511186	0.028497728
